improved,0.838
plane,0.02
tax,-0.48
extend,0.292
responsibility,0.52
source,0.48
monument,0.666
began,-0.072
army,-0.166
conversion,-0.04
domestic,0.458
territorial,-0.19
processing,0.452
don,0.292
big,0.604
documents,0.06
created,0.667
innings,0.146
easily,0.77
achieved,0.792
naval,0.084
concentration,0.47
guitar,0.688
focus,0.38
born,0.73
arrival,0.356
spending,-0.334
longest,-0.3
supply,0.416
architectural,0.458
must,-0.184
spent,-0.408
planet,0.396
evolved,0.667
do,0.34
combat,-0.396
instrumental,0.48
service,0.368
drove,0.082
facing,0.208
although,-0.066
climate,0.27
collection,0.45
tropical,0.48
mass,-0.084
pattern,-0.042
changed,0.188
everything,0
survived,0.667
ward,-0.062
fantasy,0.76
gothic,-0.606
prominent,0.352
core,0.442
meeting,0.5
course,0.214
escape,-0.266
commune,0
break,0.22
interstate,0.04
combined,0.244
accept,0.694
recent,0.184
mind,0.3
estimated,0
goods,0.776
conflict,-0.33
retired,-0.46
nothing,-0.333
success,0.918
praised,0.9
ice,-0.12
movie,0.584
loan,0.104
coast,0.438
championship,0.666
cavalry,0.334
banned,-0.667
storm,-0.624
identical,0.27
qualify,0.46
merchant,0.35
originated,0
hindu,0
possible,0.376
collected,0.14
voice,0.188
captured,0
heat,0.068
select,0.23
vessel,-0.02
martial,-0.04
resources,0.208
effective,0.688
stage,0.184
volunteers,0.64
their,0
too,0
getting,0.167
five,0.02
science,0.176
politics,-0.5
submitted,-0.292
thirty,0.124
belief,0.792
cover,-0.27
fall,-0.646
electric,-0.084
drop,-0.042
struck,-0.408
cape,0.062
indigenous,0
statue,0.084
calls,0.216
despite,-0.42
strong,0.824
infantry,0.062
breeding,0.334
accompanied,0
civic,0.306
possibility,0.649
lowest,-0.376
application,0.292
outside,-0.212
reign,0.612
exposure,0.14
restored,0.784
introduced,0
riding,0.388
see,0.27
share,0.518
can,0.324
expensive,-0.354
carbon,0.208
capital,0.04
mechanism,0.146
duty,0.166
entirely,0
structural,0.164
direct,0.586
perform,0.53
deep,-0.02
as,0
moth,-0.354
split,-0.312
raised,0.312
defensive,0.084
maximum,0.448
register,-0.02
motor,0.062
reflect,0.341
primarily,0.067
universities,0.667
library,0.552
earth,0.5
attend,0.3
substantial,0.18
palace,0.756
separated,-0.667
behavior,0.188
period,-0.208
times,-0.02
tradition,0.516
south,0.124
from,0
genre,0.04
northern,0.14
developing,0.666
approach,0.224
add,0.456
walking,0.416
translation,0.266
author,0.55
let,-0.146
mainly,0
countries,0
minister,0.094
popularity,0.792
planned,0.48
reference,0.266
equipment,0.49
documentary,0.244
empire,0.376
sell,0.236
sent,0
professor,0.312
make,0.368
preferred,0.667
russian,0.048
send,0.326
public,0.184
situation,0.062
settlement,0.27
determined,0.469
medium,0.118
club,0.292
power,0.438
independent,0.774
lost,-0.635
scheduled,0.333
fictional,-0.14
hospital,-0.354
sector,0.188
adventure,0.834
desire,0.792
minute,0.164
fight,0.062
submarine,0.144
credit,0.346
japan,0.334
usually,0
expert,0.552
grades,0.042
associate,0.624
jay,0.062
taken,0
what,0
remain,0.418
want,0.342
rating,0.326
basin,0.104
drama,-0.14
roman,0.23
marked,0.184
narrow,-0.48
wall,-0.166
wrote,0.13
eight,0.08
alone,-0.334
required,0.166
sitting,0.122
individual,0.254
distance,-0.534
adjacent,0.29
speech,0.312
necessary,0.5
range,-0.02
dropped,-0.444
responsible,0.674
exhibition,0.396
home,0.708
highest,0.542
acquired,0.074
monthly,0.244
referring,0
persian,0
drugs,-0.666
guard,0.184
distinctive,0.77
dam,-0.5
shopping,0.83
became,0
correct,0.714
travel,0.862
food,0.776
others,0.333
weight,-0.1
charge,0.02
significant,0.654
describe,0.084
right,0.48
website,0.23
plain,0
friendly,0.834
approval,0.708
brick,-0.566
live,0.76
footballer,0.667
plot,-0.062
feet,0.02
arab,0
directly,0.494
mountain,0.396
landing,0.104
tree,0.34
abuse,-0.858
feeling,0.612
mill,0.062
brain,0.334
agency,-0.08
data,0
triple,0.17
quite,-0.25
engineer,0.438
he,0.611
quality,0.618
constitutional,0.266
recipient,0.208
peaked,0.354
magnetic,0.224
rolling,0.02
foreign,0.146
township,0.062
commercial,0.612
link,-0.146
concern,-0.5
angle,0.041
era,0.23
gang,-0.566
trophy,0.894
lead,-0.354
poem,0.62
full,0.204
himself,0
flag,0.184
lay,0.042
jimmy,0.158
advice,0.396
campus,0.208
veteran,0.12
opportunities,0.963
carried,-0.02
dramatic,-0.266
experimental,-0.166
originally,0
actual,0.458
subsequently,-0.24
fast,0.25
rank,0.062
unusual,-0.142
upon,-0.038
spoke,0.27
culture,0.506
creation,0.854
proper,0.592
described,0
leave,-0.25
designed,0.49
sports,0.666
senate,-0.02
majority,0.368
radical,0
advance,0.346
revenue,0.746
color,0.572
denied,-0.624
effectively,0.889
grey,-0.306
element,0.062
unable,-0.736
just,0.63
navy,0.062
castle,0.36
ten,0.124
training,0.428
legal,0.306
sugar,0.792
pair,0.104
snow,0.334
thing,-0.102
forced,-0.64
fruit,0.792
berlin,0.184
native,0.27
intended,-0.188
where,0
awards,0.936
learning,0.666
amount,0.124
clubs,0.446
door,0.098
expression,0.58
take,0.656
charity,0.84
better,0.778
post,0.04
impact,-0.062
nation,0.188
grounds,0.334
retirement,-0.5
actively,0.667
conduct,-0.094
basketball,0.628
article,0.188
receiving,0.438
cattle,0.244
former,0.094
king,0.354
featured,0.619
represent,0.562
aspects,-0.122
kingdom,0.428
air,0.416
successfully,1
step,0.062
goes,0
low,-0.416
sequence,0.086
credited,0.562
sessions,0.292
light,0.542
establishment,0.38
fuel,-0.11
phrase,0.26
past,-0.02
membership,0.396
visual,0.626
federation,0.266
encouraged,0.906
clear,0.714
joint,0.23
generation,0.806
manner,0.236
total,0.542
tribe,0.328
lieutenant,0.188
million,0.552
greater,0.51
after,0.234
tenth,0.02
december,0.48
pennsylvania,0
lord,0.236
organization,0.62
territory,0.25
preparation,0.542
immediately,0.104
armed,-0.624
superior,0.602
were,0
siege,-0.458
symphony,0.53
elements,0.02
parties,0.667
john,0.124
talk,0.666
violence,-0.878
promote,0.7
observed,0
german,-0.124
community,0.5
terminus,-0.438
initial,0.166
highly,0.667
identity,0.326
language,0.354
laid,0
vote,0.164
escaped,-0.27
wind,0.062
seventh,0
puerto,0
married,0.348
acting,0.396
property,0.48
name,0.146
civilian,0.4
turning,0.02
gray,-0.33
supposed,-0.408
fox,-0.354
maritime,0.292
representative,0.408
programme,0.48
broadcast,0.23
left,-0.292
creative,0.834
biggest,0.378
cargo,-0.184
portrait,0.396
replace,-0.166
laboratory,0.142
regard,0.604
about,0
welsh,-0.02
greatly,0.5
treaty,0.292
working,0.48
selection,0.188
commons,0.266
solo,-0.124
virtual,0.196
third,0.102
suitable,0.584
fully,0.526
off,-0.111
nine,0.104
though,-0.048
institution,0.16
alternative,0.256
things,0.038
cotton,0.278
crossed,-0.138
same,-0.186
objective,0.448
congress,-0.102
conventional,0.188
princess,0.77
musical,0.816
arena,0.02
value,0.75
because,0
cousin,0.35
apple,0.622
title,0.416
injuries,-0.704
alongside,-0.084
organic,0.438
oak,0.166
repeated,-0.142
commander,0.062
print,0.042
commissioner,0.204
fresh,0.816
attempt,0.25
socialist,-0.104
flew,-0.24
brazilian,0
graduate,0.796
patient,0.166
batting,0.286
tries,0.095
often,0.112
roads,0.354
mining,0.266
classical,0.286
super,0.688
annual,0.104
generally,0.124
staff,0.49
sense,0.562
little,-0.23
supporters,0.526
deemed,0
request,0.25
children,0.714
feed,0.624
leaving,-0.674
sculpture,0.5
best,0.866
sharing,0.654
partnership,0.572
saying,0
committee,0.184
carries,0
cash,0.734
oil,0.042
defend,0.396
metal,0.102
terminal,-0.368
city,0.694
serious,0
evil,-0.92
rail,-0.06
constant,0.48
system,0.23
sufficient,0.666
voted,0
centre,0.388
time,0.208
protest,-0.72
tell,0.102
exclusive,0.584
caused,-0.312
emphasis,0.306
foot,-0.02
network,0.062
origin,0.458
except,-0.096
port,0.1
factory,0
your,0
vocal,0.166
tour,0.326
traditionally,0.259
date,0.208
age,0.122
support,0.622
task,0.1
exact,0.438
volunteer,0.776
otherwise,-0.242
stop,-0.44
northwest,0.208
came,0.166
arrangement,0.25
personal,0.5
springs,0.792
prison,-0.776
holiday,0.896
benefit,0.812
salt,-0.354
moon,0.346
latest,0.064
fixed,0.368
treatment,0.326
friend,0.812
doctor,0.4
campaign,0.204
organized,0.632
municipality,0.138
estate,0.306
appearance,0.338
argued,-0.667
bell,0.104
camera,0.28
panel,-0.062
dominated,-0.667
orange,0.292
official,0.292
youngest,0.444
cities,0.667
which,0
republic,0.27
fan,0.562
conservation,0.664
player,0.114
major,0.368
sample,0.042
label,0.164
felt,0.286
final,-0.448
airport,0.458
delivery,0.408
dominant,-0.188
sport,0.73
gradually,0.166
ways,0.376
six,0
sign,0.24
ahead,0.416
several,0.064
infrastructure,0.208
crossing,0.098
car,0.552
illegal,-0.878
compilation,0.06
rate,0.042
behalf,0.13
channel,-0.02
wild,-0.376
prime,0.416
bear,-0.104
continue,0.26
tower,0.212
companies,0.042
short,-0.632
served,0.381
small,0.084
engineering,0.47
died,-0.958
instrument,0.124
census,-0.102
beauty,0.684
led,0.083
admiral,0.688
sat,-0.096
factor,0.27
could,0
harry,0.04
excellent,0.94
recording,0.146
multiple,0.32
few,0.064
experiences,0.586
arrest,-0.708
initially,0.185
finish,-0.058
passenger,0.434
our,0
till,-0.01
archaeological,0.48
drug,-0.572
less,-0.47
layer,0
tend,0.208
platform,0.204
steam,-0.062
studio,0.354
ring,0.354
compete,0.146
letter,0.27
description,0.164
display,0.354
agriculture,0.355
downtown,-0.234
act,0.312
fourth,0.118
strike,-0.458
carter,-0.376
artillery,-0.3
expedition,0.47
technical,0.02
discovery,0.646
opposition,-0.73
funding,0.458
twenty,0.04
whereas,0
competition,0.16
cold,-0.292
review,0.334
supporting,0.268
parking,0.554
volume,0.104
affect,-0.084
extension,-0.02
term,-0.1
formed,0.312
still,0.083
clay,0.084
norwegian,0
properties,0.048
why,0
speak,0.53
creek,0.104
weather,0.51
speaking,0.506
says,0
painted,0.334
recognised,0.667
tried,0
built,0.166
fire,-0.24
law,0.48
document,0.188
material,0.042
either,-0.4
basis,0.204
method,0.28
human,0.534
shell,0.23
attention,0.48
flood,-0.584
court,-0.042
call,0.188
pro,0.334
without,-0.5
sum,0.584
memory,0.584
watch,0.062
receive,0.48
relief,0.688
nuclear,-0.562
valley,0.458
venue,0.454
peace,0.939
studied,0.572
it,0
made,0
frank,0.25
extensive,0.27
herself,0.116
ethnic,0.166
audience,0.396
different,0.224
thereby,0
pan,0.468
battalion,-0.334
rice,0.334
suspended,-0.552
beetle,-0.354
flow,0.392
bowl,0.25
teach,0.68
jean,0.204
action,0.52
worldwide,0.58
magic,0.736
fifteen,-0.02
moved,0.524
dvd,-0.094
racial,-0.416
lady,0.708
coming,0.306
other,-0.056
outbreak,-0.48
grade,0.396
debate,-0.184
brigade,0.208
agreement,0.52
general,0.668
option,0.024
evening,-0.084
destroyed,-0.938
placed,0.095
host,0.386
history,0.458
place,0.146
prize,0.77
marry,0.792
religious,0.48
captain,0.104
partly,-0.17
signal,0.23
discussion,-0.334
premiere,0.552
genus,0.164
ceremony,0.52
mountains,0.532
matter,-0.026
principal,0.3
later,-0.266
base,0.27
hotel,0.48
resistance,-0.146
issue,-0.368
mechanical,-0.042
form,0.02
script,0.22
controversial,-0.458
guitarist,0.654
sand,0.164
film,0.646
context,0.062
historic,0.632
christmas,0.918
collective,0.166
chamber,0.166
telling,0.438
greece,0.381
extensively,0.037
scholarship,0.732
unless,-0.296
sultan,0.058
greatest,0.694
am,0
pacific,0.254
absence,-0.694
sound,0.53
chemical,-0.326
possibly,-0.104
consider,0.354
exposed,-0.058
assistant,0.25
online,0.138
western,0.146
bond,0.334
loss,-0.876
imperial,0.338
manor,0.292
would,-0.014
program,0.122
ancient,-0.16
director,0.376
into,0
affiliated,0.346
recognition,0.714
jersey,0.188
baseball,0.32
future,0.776
bill,-0.208
widely,0.396
theatrical,0.44
significantly,0.111
festival,0.74
franchise,0.326
men,0
ohio,0.074
drawing,0.396
site,0.354
threatened,-0.896
web,0.166
will,0.396
grace,0.638
accessible,0.592
for,0
picture,0.428
nominated,0.667
edge,-0.122
boat,0.032
considerable,0.306
academy,0.408
restaurant,0.545
revival,0.646
start,0.368
corporation,-0.142
operator,0.224
military,-0.208
temple,0.224
unknown,-0.286
referred,0
then,0
ruled,0
transition,0.21
dedicated,0.958
equipped,0.556
soundtrack,0.26
mississippi,0
drive,0.25
team,0.416
picked,0.48
believed,0
went,0
cable,0.166
weekly,0.244
raise,0.77
land,0.164
held,-0.072
usual,0.25
poverty,-0.858
apartment,0.438
designation,0.224
urban,0.122
sunday,0.552
exactly,0
leg,0.02
gas,-0.208
reduce,-0.562
mount,0
consecutive,0.326
storage,0.396
vertical,0.04
father,0.624
importance,0.5
threw,-0.538
main,0.334
front,0.354
chart,-0.062
coalition,-0.02
marriage,0.688
governing,0.27
fort,0.56
marks,-0.14
copy,-0.08
apparent,-0.054
hurricane,-0.646
weapon,-0.732
automatic,0.124
beach,0.77
finance,0.506
composition,0.53
legislation,0.062
nazi,-0.58
cathedral,0.196
particularly,0.111
governor,0
scores,0.188
four,0.104
complex,-0.224
available,0.542
underground,-0.208
behind,-0.2
economic,0.122
interest,0.56
independence,0.792
romantic,0.872
implementation,0.334
squad,0.104
done,0.266
health,0.87
elite,0.376
likely,0.266
pope,0.2
sought,0.733
higher,0.732
figure,0.376
successful,0.949
fund,0.042
least,-0.366
avoid,-0.146
well,1
literature,0.416
billion,0.438
biological,0.18
protected,0.708
return,0.204
certified,0.562
eye,0.062
newly,0.376
artists,0.592
participation,0.562
holy,0.624
intersection,-0.312
book,0.604
like,0.438
gold,0.878
appeal,0.326
electricity,0.396
fill,0.458
various,0
economics,0.25
years,0.306
intelligence,0.666
royal,0.592
finding,0.592
calling,0.292
punk,-0.142
decorated,0.792
across,0
predominantly,0
criticism,-0.77
partially,-0.164
troops,-0.23
visit,0.542
week,0.02
country,0.396
determine,0.224
defended,0.326
condition,0
internet,0.52
by,0
fact,0.366
invasion,-0.458
election,0.25
room,0.458
inaugural,0.368
cast,0.116
with,0
devoted,0.734
regional,0.24
cell,0.082
whether,-0.068
mention,0.124
pain,-0.918
capacity,0.438
crown,0.416
hall,0.02
eliminated,-0.375
founder,0.52
literacy,0.46
be,0.34
mathematical,0.24
promotion,0.812
slowly,-0.146
tourist,0.49
secure,0.688
degree,0.448
son,0.584
representing,0.592
europe,0.667
respective,0.25
density,0.204
brought,0.104
qualifying,0.576
larger,0.458
goal,0.66
red,-0.146
surface,-0.104
concluded,0
search,0.27
inspiration,0.876
burned,-0.674
bad,-0.75
dna,0.032
decline,-0.654
branch,0.076
details,0.166
used,-0.292
dead,-0.896
emperor,0.302
purchase,0.25
crash,-0.612
outdoor,0.628
parliament,0.146
delta,0.102
plant,0.46
competitive,-0.106
dispute,-0.562
ordinary,-0.25
spend,0.344
revised,0.6
moral,0.4
circuit,0.172
contemporary,0.44
avenue,0.354
understanding,0.73
injured,-0.834
itself,0.25
next,0
regularly,0.095
murder,-0.878
traveling,0.8
academic,0.562
personnel,0.458
below,-0.532
mainstream,0.306
disease,-0.918
molecular,-0.01
elevation,0.52
battery,-0.04
clearly,0.667
record,0.104
above,0.314
further,-0.13
similar,0.124
corps,0.102
cup,0.23
hunt,-0.346
desert,-0.062
archbishop,0.244
voting,0.23
donated,1
tied,0
presidential,0.224
understand,0.52
audio,0.418
democratic,0.604
twin,0.376
resident,0.184
distinguished,0.646
honor,0.792
design,0.592
swimming,0.52
saw,-0.368
monastery,0.388
strip,-0.146
chief,0.04
world,0.244
wrestling,-0.102
spiritual,0.876
produced,0.448
robin,0.104
computer,0.604
route,0.166
radar,0.042
once,-0.2
transit,-0.122
one,0.084
intellectual,0.812
rock,0.246
broad,0.524
bible,0.438
always,0.111
season,0.584
away,-0.482
massive,0.138
media,0
kill,-0.896
physics,0.164
never,-0.466
concrete,0.266
child,0.824
charter,0.354
path,0.18
choose,0.23
approved,0.666
potential,0.612
attorney,0.2
soul,0.54
division,-0.26
consumer,0.014
bonus,0.714
winter,0.326
stand,0.2
guilty,-0.73
cycle,0.27
ball,0.48
poetry,0.394
landed,0.418
reserve,0.17
severe,-0.672
road,0.312
effects,-0.06
fighting,-0.416
resource,0.48
neighborhood,-0.23
venture,0.786
repair,0.166
